Apyg. Nr.;Apygardos pavadinimas;Apyl. Nr.;Apylinkės pavadinimas;Apylinkės Adresas;Kiekis
23;Danės;27;Kalotės;Adresas: Tauro g. 1, Kalotė, Klaipėdos r., biblioteka;569
23;Danės;27;Kalotės;Adresas: Tauro g. 1, Kalotė, Klaipėdos r., biblioteka;405
23;Danės;27;Kalotės;Adresas: Tauro g. 1, Kalotė, Klaipėdos r., biblioteka;22
23;Danės;27;Kalotės;Adresas: Tauro g. 1, Kalotė, Klaipėdos r., biblioteka;43
23;Danės;27;Kalotės;Adresas: Tauro g. 1, Kalotė, Klaipėdos r., biblioteka;101
23;Danės;27;Kalotės;Adresas: Tauro g. 1, Kalotė, Klaipėdos r., biblioteka;262
23;Danės;32;Karklės;Adresas: Placio g. 54, Karklės k., Klaipėdos r.;6
23;Danės;32;Karklės;Adresas: Placio g. 54, Karklės k., Klaipėdos r.;73
23;Danės;32;Karklės;Adresas: Placio g. 54, Karklės k., Klaipėdos r.;29
23;Danės;32;Karklės;Adresas: Placio g. 54, Karklės k., Klaipėdos r.;45
23;Danės;32;Karklės;Adresas: Placio g. 54, Karklės k., Klaipėdos r.;1
23;Danės;32;Karklės;Adresas: Placio g. 54, Karklės k., Klaipėdos r.;5
23;Danės;32;Karklės;Adresas: Placio g. 54, Karklės k., Klaipėdos r.;7
23;Danės;32;Karklės;Adresas: Placio g. 54, Karklės k., Klaipėdos r.;4
23;Danės;32;Karklės;Adresas: Placio g. 54, Karklės k., Klaipėdos r.;12
23;Danės;32;Karklės;Adresas: Placio g. 54, Karklės k., Klaipėdos r.;12
23;Danės;32;Karklės;Adresas: Placio g. 54, Karklės k., Klaipėdos r.;2
23;Danės;32;Karklės;Adresas: Placio g. 54, Karklės k., Klaipėdos r.;3
23;Danės;32;Karklės;Adresas: Placio g. 54, Karklės k., Klaipėdos r.;11
23;Danės;32;Karklės;Adresas: Placio g. 54, Karklės k., Klaipėdos r.;10
23;Danės;32;Karklės;Adresas: Placio g. 54, Karklės k., Klaipėdos r.;6
23;Danės;32;Karklės;Adresas: Placio g. 54, Karklės k., Klaipėdos r.;3
23;Danės;32;Karklės;Adresas: Placio g. 54, Karklės k., Klaipėdos r.;8
23;Danės;32;Karklės;Adresas: Placio g. 54, Karklės k., Klaipėdos r.;3
23;Danės;32;Karklės;Adresas: Placio g. 54, Karklės k., Klaipėdos r.;13
23;Danės;32;Karklės;Adresas: Placio g. 54, Karklės k., Klaipėdos r.;8
23;Danės;32;Karklės;Adresas: Placio g. 54, Karklės k., Klaipėdos r.;201
23;Danės;32;Karklės;Adresas: Placio g. 54, Karklės k., Klaipėdos r.;32
23;Danės;32;Karklės;Adresas: Placio g. 54, Karklės k., Klaipėdos r.;119
23;Danės;32;Karklės;Adresas: Placio g. 54, Karklės k., Klaipėdos r.;222
23;Danės;32;Karklės;Adresas: Placio g. 54, Karklės k., Klaipėdos r.;32
23;Danės;7;Kretingos;Adresas: Kretingos g. 22, Klaipėda;85
23;Danės;7;Kretingos;Adresas: Kretingos g. 22, Klaipėda;42
23;Danės;7;Kretingos;Adresas: Kretingos g. 22, Klaipėda;96
23;Danės;7;Kretingos;Adresas: Kretingos g. 22, Klaipėda;81
23;Danės;7;Kretingos;Adresas: Kretingos g. 22, Klaipėda;8
23;Danės;7;Kretingos;Adresas: Kretingos g. 22, Klaipėda;27
23;Danės;7;Kretingos;Adresas: Kretingos g. 22, Klaipėda;19
23;Danės;7;Kretingos;Adresas: Kretingos g. 22, Klaipėda;41
23;Danės;7;Kretingos;Adresas: Kretingos g. 22, Klaipėda;166
23;Danės;7;Kretingos;Adresas: Kretingos g. 22, Klaipėda;590
23;Danės;7;Kretingos;Adresas: Kretingos g. 22, Klaipėda;37
23;Danės;7;Kretingos;Adresas: Kretingos g. 22, Klaipėda;48
23;Danės;7;Kretingos;Adresas: Kretingos g. 22, Klaipėda;13
23;Danės;7;Kretingos;Adresas: Kretingos g. 22, Klaipėda;31
23;Danės;7;Kretingos;Adresas: Kretingos g. 22, Klaipėda;38
23;Danės;7;Kretingos;Adresas: Kretingos g. 22, Klaipėda;44
23;Danės;7;Kretingos;Adresas: Kretingos g. 22, Klaipėda;76
23;Danės;7;Kretingos;Adresas: Kretingos g. 22, Klaipėda;74
23;Danės;7;Kretingos;Adresas: Kretingos g. 22, Klaipėda;35
23;Danės;7;Kretingos;Adresas: Kretingos g. 22, Klaipėda;24
23;Danės;7;Kretingos;Adresas: Kretingos g. 22, Klaipėda;119
23;Danės;7;Kretingos;Adresas: Kretingos g. 22, Klaipėda;64
23;Danės;7;Kretingos;Adresas: Kretingos g. 22, Klaipėda;4
23;Danės;7;Kretingos;Adresas: Kretingos g. 22, Klaipėda;71
23;Danės;7;Kretingos;Adresas: Kretingos g. 22, Klaipėda;63
23;Danės;7;Kretingos;Adresas: Kretingos g. 22, Klaipėda;91
23;Danės;7;Kretingos;Adresas: Kretingos g. 22, Klaipėda;65
23;Danės;60;Molo;Adresas: Molo g. 60, Klaipėda;19
23;Danės;60;Molo;Adresas: Molo g. 60, Klaipėda;131
23;Danės;60;Molo;Adresas: Molo g. 60, Klaipėda;1
23;Danės;60;Molo;Adresas: Molo g. 60, Klaipėda;134
23;Danės;60;Molo;Adresas: Molo g. 60, Klaipėda;489
23;Danės;60;Molo;Adresas: Molo g. 60, Klaipėda;16
23;Danės;60;Molo;Adresas: Molo g. 60, Klaipėda;16
23;Danės;60;Molo;Adresas: Molo g. 60, Klaipėda;46
23;Danės;60;Molo;Adresas: Molo g. 60, Klaipėda;4
23;Danės;60;Molo;Adresas: Molo g. 60, Klaipėda;5
23;Danės;60;Molo;Adresas: Molo g. 60, Klaipėda;9
23;Danės;60;Molo;Adresas: Molo g. 60, Klaipėda;57
23;Danės;60;Molo;Adresas: Molo g. 60, Klaipėda;50
23;Danės;60;Molo;Adresas: Molo g. 60, Klaipėda;40
23;Danės;60;Molo;Adresas: Molo g. 60, Klaipėda;20
23;Danės;20;Pingvinuko;Adresas: Tilžės g. 39, Klaipėda;130
23;Danės;20;Pingvinuko;Adresas: Tilžės g. 39, Klaipėda;478
23;Danės;20;Pingvinuko;Adresas: Tilžės g. 39, Klaipėda;156
23;Danės;20;Pingvinuko;Adresas: Tilžės g. 39, Klaipėda;418
23;Danės;20;Pingvinuko;Adresas: Tilžės g. 39, Klaipėda;211
23;Danės;20;Pingvinuko;Adresas: Tilžės g. 39, Klaipėda;43
23;Danės;20;Pingvinuko;Adresas: Tilžės g. 39, Klaipėda;234
23;Danės;66;Politechnikos;Adresas: Smilties Pylimo g. 14, Klaipėda;78
23;Danės;66;Politechnikos;Adresas: Smilties Pylimo g. 14, Klaipėda;64
23;Danės;66;Politechnikos;Adresas: Smilties Pylimo g. 14, Klaipėda;87
23;Danės;66;Politechnikos;Adresas: Smilties Pylimo g. 14, Klaipėda;87
23;Danės;66;Politechnikos;Adresas: Smilties Pylimo g. 14, Klaipėda;153
23;Danės;66;Politechnikos;Adresas: Smilties Pylimo g. 14, Klaipėda;42
23;Danės;66;Politechnikos;Adresas: Smilties Pylimo g. 14, Klaipėda;40
23;Danės;66;Politechnikos;Adresas: Smilties Pylimo g. 14, Klaipėda;153
23;Danės;66;Politechnikos;Adresas: Smilties Pylimo g. 14, Klaipėda;49
23;Danės;66;Politechnikos;Adresas: Smilties Pylimo g. 14, Klaipėda;23
23;Danės;66;Politechnikos;Adresas: Smilties Pylimo g. 14, Klaipėda;63
23;Danės;66;Politechnikos;Adresas: Smilties Pylimo g. 14, Klaipėda;89
23;Danės;66;Politechnikos;Adresas: Smilties Pylimo g. 14, Klaipėda;147
23;Danės;66;Politechnikos;Adresas: Smilties Pylimo g. 14, Klaipėda;39
23;Danės;66;Politechnikos;Adresas: Smilties Pylimo g. 14, Klaipėda;111
23;Danės;66;Politechnikos;Adresas: Smilties Pylimo g. 14, Klaipėda;15
23;Danės;66;Politechnikos;Adresas: Smilties Pylimo g. 14, Klaipėda;73
23;Danės;66;Politechnikos;Adresas: Smilties Pylimo g. 14, Klaipėda;63
23;Danės;66;Politechnikos;Adresas: Smilties Pylimo g. 14, Klaipėda;87
23;Danės;18;Šatrijos;Adresas: Vyšnių g. 13, Klaipėda;26
23;Danės;18;Šatrijos;Adresas: Vyšnių g. 13, Klaipėda;124
23;Danės;18;Šatrijos;Adresas: Vyšnių g. 13, Klaipėda;85
23;Danės;18;Šatrijos;Adresas: Vyšnių g. 13, Klaipėda;102
23;Danės;18;Šatrijos;Adresas: Vyšnių g. 13, Klaipėda;139
23;Danės;18;Šatrijos;Adresas: Vyšnių g. 13, Klaipėda;103
23;Danės;18;Šatrijos;Adresas: Vyšnių g. 13, Klaipėda;6
23;Danės;18;Šatrijos;Adresas: Vyšnių g. 13, Klaipėda;377
23;Danės;18;Šatrijos;Adresas: Vyšnių g. 13, Klaipėda;52
23;Danės;18;Šatrijos;Adresas: Vyšnių g. 13, Klaipėda;8
23;Danės;18;Šatrijos;Adresas: Vyšnių g. 13, Klaipėda;12
23;Danės;18;Šatrijos;Adresas: Vyšnių g. 13, Klaipėda;46
23;Danės;18;Šatrijos;Adresas: Vyšnių g. 13, Klaipėda;99
23;Danės;18;Šatrijos;Adresas: Vyšnių g. 13, Klaipėda;63
23;Danės;18;Šatrijos;Adresas: Vyšnių g. 13, Klaipėda;6
23;Danės;17;Saulėtekio;Adresas: Mokyklos g. 3, Klaipėda;115
23;Danės;17;Saulėtekio;Adresas: Mokyklos g. 3, Klaipėda;31
23;Danės;17;Saulėtekio;Adresas: Mokyklos g. 3, Klaipėda;0
23;Danės;17;Saulėtekio;Adresas: Mokyklos g. 3, Klaipėda;23
23;Danės;17;Saulėtekio;Adresas: Mokyklos g. 3, Klaipėda;10
23;Danės;17;Saulėtekio;Adresas: Mokyklos g. 3, Klaipėda;243
23;Danės;17;Saulėtekio;Adresas: Mokyklos g. 3, Klaipėda;124
23;Danės;17;Saulėtekio;Adresas: Mokyklos g. 3, Klaipėda;30
23;Danės;17;Saulėtekio;Adresas: Mokyklos g. 3, Klaipėda;97
23;Danės;17;Saulėtekio;Adresas: Mokyklos g. 3, Klaipėda;233
23;Danės;17;Saulėtekio;Adresas: Mokyklos g. 3, Klaipėda;2
23;Danės;17;Saulėtekio;Adresas: Mokyklos g. 3, Klaipėda;145
23;Danės;17;Saulėtekio;Adresas: Mokyklos g. 3, Klaipėda;13
23;Danės;17;Saulėtekio;Adresas: Mokyklos g. 3, Klaipėda;11
23;Danės;17;Saulėtekio;Adresas: Mokyklos g. 3, Klaipėda;0
23;Danės;17;Saulėtekio;Adresas: Mokyklos g. 3, Klaipėda;6
23;Danės;17;Saulėtekio;Adresas: Mokyklos g. 3, Klaipėda;4
23;Danės;17;Saulėtekio;Adresas: Mokyklos g. 3, Klaipėda;6
23;Danės;17;Saulėtekio;Adresas: Mokyklos g. 3, Klaipėda;8
23;Danės;17;Saulėtekio;Adresas: Mokyklos g. 3, Klaipėda;40
23;Danės;17;Saulėtekio;Adresas: Mokyklos g. 3, Klaipėda;19
23;Danės;17;Saulėtekio;Adresas: Mokyklos g. 3, Klaipėda;15
23;Danės;17;Saulėtekio;Adresas: Mokyklos g. 3, Klaipėda;112
23;Danės;17;Saulėtekio;Adresas: Mokyklos g. 3, Klaipėda;27
23;Danės;17;Saulėtekio;Adresas: Mokyklos g. 3, Klaipėda;78
23;Danės;17;Saulėtekio;Adresas: Mokyklos g. 3, Klaipėda;20
23;Danės;17;Saulėtekio;Adresas: Mokyklos g. 3, Klaipėda;0
23;Danės;17;Saulėtekio;Adresas: Mokyklos g. 3, Klaipėda;0
23;Danės;17;Saulėtekio;Adresas: Mokyklos g. 3, Klaipėda;0
23;Danės;17;Saulėtekio;Adresas: Mokyklos g. 3, Klaipėda;27
23;Danės;17;Saulėtekio;Adresas: Mokyklos g. 3, Klaipėda;24
23;Danės;17;Saulėtekio;Adresas: Mokyklos g. 3, Klaipėda;54
23;Danės;17;Saulėtekio;Adresas: Mokyklos g. 3, Klaipėda;51
23;Danės;17;Saulėtekio;Adresas: Mokyklos g. 3, Klaipėda;28
23;Danės;17;Saulėtekio;Adresas: Mokyklos g. 3, Klaipėda;76
23;Danės;17;Saulėtekio;Adresas: Mokyklos g. 3, Klaipėda;24
23;Danės;17;Saulėtekio;Adresas: Mokyklos g. 3, Klaipėda;30
23;Danės;17;Saulėtekio;Adresas: Mokyklos g. 3, Klaipėda;129
23;Danės;17;Saulėtekio;Adresas: Mokyklos g. 3, Klaipėda;58
23;Danės;17;Saulėtekio;Adresas: Mokyklos g. 3, Klaipėda;2
23;Danės;17;Saulėtekio;Adresas: Mokyklos g. 3, Klaipėda;40
23;Danės;17;Saulėtekio;Adresas: Mokyklos g. 3, Klaipėda;17
23;Danės;17;Saulėtekio;Adresas: Mokyklos g. 3, Klaipėda;2
23;Danės;17;Saulėtekio;Adresas: Mokyklos g. 3, Klaipėda;1
23;Danės;25;Šilojų;Adresas: Liepojos 41, Klaipėda;66
23;Danės;25;Šilojų;Adresas: Liepojos 41, Klaipėda;1278
23;Danės;25;Šilojų;Adresas: Liepojos 41, Klaipėda;56
23;Danės;25;Šilojų;Adresas: Liepojos 41, Klaipėda;15
23;Danės;25;Šilojų;Adresas: Liepojos 41, Klaipėda;8
23;Danės;25;Šilojų;Adresas: Liepojos 41, Klaipėda;0
23;Danės;25;Šilojų;Adresas: Liepojos 41, Klaipėda;29
23;Danės;25;Šilojų;Adresas: Liepojos 41, Klaipėda;74
23;Danės;25;Šilojų;Adresas: Liepojos 41, Klaipėda;39
23;Danės;25;Šilojų;Adresas: Liepojos 41, Klaipėda;53
23;Danės;25;Šilojų;Adresas: Liepojos 41, Klaipėda;4
23;Danės;25;Šilojų;Adresas: Liepojos 41, Klaipėda;3
23;Danės;25;Šilojų;Adresas: Liepojos 41, Klaipėda;67
23;Danės;25;Šilojų;Adresas: Liepojos 41, Klaipėda;132
23;Danės;25;Šilojų;Adresas: Liepojos 41, Klaipėda;165
23;Danės;25;Šilojų;Adresas: Liepojos 41, Klaipėda;16
23;Danės;25;Šilojų;Adresas: Liepojos 41, Klaipėda;39
23;Danės;25;Šilojų;Adresas: Liepojos 41, Klaipėda;63
23;Danės;25;Šilojų;Adresas: Liepojos 41, Klaipėda;133
23;Danės;25;Šilojų;Adresas: Liepojos 41, Klaipėda;20
23;Danės;25;Šilojų;Adresas: Liepojos 41, Klaipėda;81
23;Danės;25;Šilojų;Adresas: Liepojos 41, Klaipėda;36
23;Danės;25;Šilojų;Adresas: Liepojos 41, Klaipėda;23
23;Danės;25;Šilojų;Adresas: Liepojos 41, Klaipėda;1
23;Danės;25;Šilojų;Adresas: Liepojos 41, Klaipėda;46
23;Danės;25;Šilojų;Adresas: Liepojos 41, Klaipėda;36
23;Danės;25;Šilojų;Adresas: Liepojos 41, Klaipėda;46
23;Danės;25;Šilojų;Adresas: Liepojos 41, Klaipėda;66
23;Danės;25;Šilojų;Adresas: Liepojos 41, Klaipėda;60
23;Danės;25;Šilojų;Adresas: Liepojos 41, Klaipėda;0
23;Danės;25;Šilojų;Adresas: Liepojos 41, Klaipėda;92
23;Danės;25;Šilojų;Adresas: Liepojos 41, Klaipėda;426
23;Danės;30;Slengių;Adresas: Saulės g. 1, Slengių k., Klaipėdos r., Slengių mokykla-daugiafunkcinis centras;0
23;Danės;30;Slengių;Adresas: Saulės g. 1, Slengių k., Klaipėdos r., Slengių mokykla-daugiafunkcinis centras;0
23;Danės;30;Slengių;Adresas: Saulės g. 1, Slengių k., Klaipėdos r., Slengių mokykla-daugiafunkcinis centras;0
23;Danės;30;Slengių;Adresas: Saulės g. 1, Slengių k., Klaipėdos r., Slengių mokykla-daugiafunkcinis centras;0
23;Danės;30;Slengių;Adresas: Saulės g. 1, Slengių k., Klaipėdos r., Slengių mokykla-daugiafunkcinis centras;0
23;Danės;30;Slengių;Adresas: Saulės g. 1, Slengių k., Klaipėdos r., Slengių mokykla-daugiafunkcinis centras;0
23;Danės;30;Slengių;Adresas: Saulės g. 1, Slengių k., Klaipėdos r., Slengių mokykla-daugiafunkcinis centras;122
23;Danės;30;Slengių;Adresas: Saulės g. 1, Slengių k., Klaipėdos r., Slengių mokykla-daugiafunkcinis centras;648
23;Danės;30;Slengių;Adresas: Saulės g. 1, Slengių k., Klaipėdos r., Slengių mokykla-daugiafunkcinis centras;14
23;Danės;30;Slengių;Adresas: Saulės g. 1, Slengių k., Klaipėdos r., Slengių mokykla-daugiafunkcinis centras;93
23;Danės;30;Slengių;Adresas: Saulės g. 1, Slengių k., Klaipėdos r., Slengių mokykla-daugiafunkcinis centras;165
23;Danės;30;Slengių;Adresas: Saulės g. 1, Slengių k., Klaipėdos r., Slengių mokykla-daugiafunkcinis centras;121
23;Danės;30;Slengių;Adresas: Saulės g. 1, Slengių k., Klaipėdos r., Slengių mokykla-daugiafunkcinis centras;161
23;Danės;30;Slengių;Adresas: Saulės g. 1, Slengių k., Klaipėdos r., Slengių mokykla-daugiafunkcinis centras;37
23;Danės;30;Slengių;Adresas: Saulės g. 1, Slengių k., Klaipėdos r., Slengių mokykla-daugiafunkcinis centras;409
23;Danės;30;Slengių;Adresas: Saulės g. 1, Slengių k., Klaipėdos r., Slengių mokykla-daugiafunkcinis centras;188
23;Danės;30;Slengių;Adresas: Saulės g. 1, Slengių k., Klaipėdos r., Slengių mokykla-daugiafunkcinis centras;383
23;Danės;30;Slengių;Adresas: Saulės g. 1, Slengių k., Klaipėdos r., Slengių mokykla-daugiafunkcinis centras;338
23;Danės;30;Slengių;Adresas: Saulės g. 1, Slengių k., Klaipėdos r., Slengių mokykla-daugiafunkcinis centras;58
23;Danės;8;Šviesos;Adresas: Kretingos g. 44, Klaipėda;8
23;Danės;8;Šviesos;Adresas: Kretingos g. 44, Klaipėda;14
23;Danės;8;Šviesos;Adresas: Kretingos g. 44, Klaipėda;17
23;Danės;8;Šviesos;Adresas: Kretingos g. 44, Klaipėda;7
23;Danės;8;Šviesos;Adresas: Kretingos g. 44, Klaipėda;11
23;Danės;8;Šviesos;Adresas: Kretingos g. 44, Klaipėda;13
23;Danės;8;Šviesos;Adresas: Kretingos g. 44, Klaipėda;5
23;Danės;8;Šviesos;Adresas: Kretingos g. 44, Klaipėda;11
23;Danės;8;Šviesos;Adresas: Kretingos g. 44, Klaipėda;1
23;Danės;8;Šviesos;Adresas: Kretingos g. 44, Klaipėda;16
23;Danės;8;Šviesos;Adresas: Kretingos g. 44, Klaipėda;4
23;Danės;8;Šviesos;Adresas: Kretingos g. 44, Klaipėda;2
23;Danės;8;Šviesos;Adresas: Kretingos g. 44, Klaipėda;12
23;Danės;8;Šviesos;Adresas: Kretingos g. 44, Klaipėda;10
23;Danės;8;Šviesos;Adresas: Kretingos g. 44, Klaipėda;12
23;Danės;8;Šviesos;Adresas: Kretingos g. 44, Klaipėda;25
23;Danės;8;Šviesos;Adresas: Kretingos g. 44, Klaipėda;9
23;Danės;8;Šviesos;Adresas: Kretingos g. 44, Klaipėda;8
23;Danės;8;Šviesos;Adresas: Kretingos g. 44, Klaipėda;10
23;Danės;8;Šviesos;Adresas: Kretingos g. 44, Klaipėda;6
23;Danės;8;Šviesos;Adresas: Kretingos g. 44, Klaipėda;9
23;Danės;8;Šviesos;Adresas: Kretingos g. 44, Klaipėda;24
23;Danės;8;Šviesos;Adresas: Kretingos g. 44, Klaipėda;11
23;Danės;8;Šviesos;Adresas: Kretingos g. 44, Klaipėda;4
23;Danės;8;Šviesos;Adresas: Kretingos g. 44, Klaipėda;14
23;Danės;8;Šviesos;Adresas: Kretingos g. 44, Klaipėda;164
23;Danės;8;Šviesos;Adresas: Kretingos g. 44, Klaipėda;360
23;Danės;8;Šviesos;Adresas: Kretingos g. 44, Klaipėda;174
23;Danės;8;Šviesos;Adresas: Kretingos g. 44, Klaipėda;314
23;Danės;8;Šviesos;Adresas: Kretingos g. 44, Klaipėda;33
23;Danės;8;Šviesos;Adresas: Kretingos g. 44, Klaipėda;10
23;Danės;8;Šviesos;Adresas: Kretingos g. 44, Klaipėda;859
23;Danės;8;Šviesos;Adresas: Kretingos g. 44, Klaipėda;0
23;Danės;8;Šviesos;Adresas: Kretingos g. 44, Klaipėda;0
23;Danės;8;Šviesos;Adresas: Kretingos g. 44, Klaipėda;0
23;Danės;8;Šviesos;Adresas: Kretingos g. 44, Klaipėda;0
23;Danės;8;Šviesos;Adresas: Kretingos g. 44, Klaipėda;0
23;Danės;8;Šviesos;Adresas: Kretingos g. 44, Klaipėda;0
23;Danės;8;Šviesos;Adresas: Kretingos g. 44, Klaipėda;0
23;Danės;8;Šviesos;Adresas: Kretingos g. 44, Klaipėda;0
23;Danės;8;Šviesos;Adresas: Kretingos g. 44, Klaipėda;0
23;Danės;8;Šviesos;Adresas: Kretingos g. 44, Klaipėda;0
23;Danės;8;Šviesos;Adresas: Kretingos g. 44, Klaipėda;0
23;Danės;8;Šviesos;Adresas: Kretingos g. 44, Klaipėda;0
23;Danės;8;Šviesos;Adresas: Kretingos g. 44, Klaipėda;303
23;Danės;15;Tauralaukio;Adresas: Klaipėdos g. 31 / Lazdynų g. 2, Klaipėda;5
23;Danės;15;Tauralaukio;Adresas: Klaipėdos g. 31 / Lazdynų g. 2, Klaipėda;38
23;Danės;15;Tauralaukio;Adresas: Klaipėdos g. 31 / Lazdynų g. 2, Klaipėda;96
23;Danės;15;Tauralaukio;Adresas: Klaipėdos g. 31 / Lazdynų g. 2, Klaipėda;5
23;Danės;15;Tauralaukio;Adresas: Klaipėdos g. 31 / Lazdynų g. 2, Klaipėda;0
23;Danės;15;Tauralaukio;Adresas: Klaipėdos g. 31 / Lazdynų g. 2, Klaipėda;64
23;Danės;15;Tauralaukio;Adresas: Klaipėdos g. 31 / Lazdynų g. 2, Klaipėda;39
23;Danės;15;Tauralaukio;Adresas: Klaipėdos g. 31 / Lazdynų g. 2, Klaipėda;50
23;Danės;15;Tauralaukio;Adresas: Klaipėdos g. 31 / Lazdynų g. 2, Klaipėda;26
23;Danės;15;Tauralaukio;Adresas: Klaipėdos g. 31 / Lazdynų g. 2, Klaipėda;9
23;Danės;15;Tauralaukio;Adresas: Klaipėdos g. 31 / Lazdynų g. 2, Klaipėda;24
23;Danės;15;Tauralaukio;Adresas: Klaipėdos g. 31 / Lazdynų g. 2, Klaipėda;150
23;Danės;15;Tauralaukio;Adresas: Klaipėdos g. 31 / Lazdynų g. 2, Klaipėda;333
23;Danės;15;Tauralaukio;Adresas: Klaipėdos g. 31 / Lazdynų g. 2, Klaipėda;281
23;Danės;15;Tauralaukio;Adresas: Klaipėdos g. 31 / Lazdynų g. 2, Klaipėda;23
23;Danės;15;Tauralaukio;Adresas: Klaipėdos g. 31 / Lazdynų g. 2, Klaipėda;5
23;Danės;15;Tauralaukio;Adresas: Klaipėdos g. 31 / Lazdynų g. 2, Klaipėda;12
23;Danės;15;Tauralaukio;Adresas: Klaipėdos g. 31 / Lazdynų g. 2, Klaipėda;1
23;Danės;15;Tauralaukio;Adresas: Klaipėdos g. 31 / Lazdynų g. 2, Klaipėda;74
23;Danės;15;Tauralaukio;Adresas: Klaipėdos g. 31 / Lazdynų g. 2, Klaipėda;51
23;Danės;15;Tauralaukio;Adresas: Klaipėdos g. 31 / Lazdynų g. 2, Klaipėda;0
23;Danės;15;Tauralaukio;Adresas: Klaipėdos g. 31 / Lazdynų g. 2, Klaipėda;15
23;Danės;15;Tauralaukio;Adresas: Klaipėdos g. 31 / Lazdynų g. 2, Klaipėda;23
23;Danės;15;Tauralaukio;Adresas: Klaipėdos g. 31 / Lazdynų g. 2, Klaipėda;24
23;Danės;15;Tauralaukio;Adresas: Klaipėdos g. 31 / Lazdynų g. 2, Klaipėda;84
23;Danės;15;Tauralaukio;Adresas: Klaipėdos g. 31 / Lazdynų g. 2, Klaipėda;0
23;Danės;15;Tauralaukio;Adresas: Klaipėdos g. 31 / Lazdynų g. 2, Klaipėda;223
23;Danės;15;Tauralaukio;Adresas: Klaipėdos g. 31 / Lazdynų g. 2, Klaipėda;0
23;Danės;15;Tauralaukio;Adresas: Klaipėdos g. 31 / Lazdynų g. 2, Klaipėda;39
23;Danės;15;Tauralaukio;Adresas: Klaipėdos g. 31 / Lazdynų g. 2, Klaipėda;16
23;Danės;15;Tauralaukio;Adresas: Klaipėdos g. 31 / Lazdynų g. 2, Klaipėda;4
23;Danės;15;Tauralaukio;Adresas: Klaipėdos g. 31 / Lazdynų g. 2, Klaipėda;2
23;Danės;15;Tauralaukio;Adresas: Klaipėdos g. 31 / Lazdynų g. 2, Klaipėda;13
23;Danės;15;Tauralaukio;Adresas: Klaipėdos g. 31 / Lazdynų g. 2, Klaipėda;8
23;Danės;15;Tauralaukio;Adresas: Klaipėdos g. 31 / Lazdynų g. 2, Klaipėda;10
23;Danės;15;Tauralaukio;Adresas: Klaipėdos g. 31 / Lazdynų g. 2, Klaipėda;17
23;Danės;15;Tauralaukio;Adresas: Klaipėdos g. 31 / Lazdynų g. 2, Klaipėda;14
23;Danės;15;Tauralaukio;Adresas: Klaipėdos g. 31 / Lazdynų g. 2, Klaipėda;14
23;Danės;15;Tauralaukio;Adresas: Klaipėdos g. 31 / Lazdynų g. 2, Klaipėda;10
23;Danės;15;Tauralaukio;Adresas: Klaipėdos g. 31 / Lazdynų g. 2, Klaipėda;6
23;Danės;15;Tauralaukio;Adresas: Klaipėdos g. 31 / Lazdynų g. 2, Klaipėda;8
23;Danės;15;Tauralaukio;Adresas: Klaipėdos g. 31 / Lazdynų g. 2, Klaipėda;3
23;Danės;15;Tauralaukio;Adresas: Klaipėdos g. 31 / Lazdynų g. 2, Klaipėda;1
23;Danės;15;Tauralaukio;Adresas: Klaipėdos g. 31 / Lazdynų g. 2, Klaipėda;7
23;Danės;15;Tauralaukio;Adresas: Klaipėdos g. 31 / Lazdynų g. 2, Klaipėda;14
23;Danės;15;Tauralaukio;Adresas: Klaipėdos g. 31 / Lazdynų g. 2, Klaipėda;84
23;Danės;15;Tauralaukio;Adresas: Klaipėdos g. 31 / Lazdynų g. 2, Klaipėda;105
23;Danės;15;Tauralaukio;Adresas: Klaipėdos g. 31 / Lazdynų g. 2, Klaipėda;7
23;Danės;15;Tauralaukio;Adresas: Klaipėdos g. 31 / Lazdynų g. 2, Klaipėda;20
23;Danės;15;Tauralaukio;Adresas: Klaipėdos g. 31 / Lazdynų g. 2, Klaipėda;58
23;Danės;15;Tauralaukio;Adresas: Klaipėdos g. 31 / Lazdynų g. 2, Klaipėda;62
23;Danės;15;Tauralaukio;Adresas: Klaipėdos g. 31 / Lazdynų g. 2, Klaipėda;0
23;Danės;15;Tauralaukio;Adresas: Klaipėdos g. 31 / Lazdynų g. 2, Klaipėda;10
23;Danės;15;Tauralaukio;Adresas: Klaipėdos g. 31 / Lazdynų g. 2, Klaipėda;20
23;Danės;15;Tauralaukio;Adresas: Klaipėdos g. 31 / Lazdynų g. 2, Klaipėda;1
23;Danės;15;Tauralaukio;Adresas: Klaipėdos g. 31 / Lazdynų g. 2, Klaipėda;1
23;Danės;15;Tauralaukio;Adresas: Klaipėdos g. 31 / Lazdynų g. 2, Klaipėda;3
23;Danės;15;Tauralaukio;Adresas: Klaipėdos g. 31 / Lazdynų g. 2, Klaipėda;1
23;Danės;19;Vilties;Adresas: Bijūnų g. 10, Klaipėda;377
23;Danės;19;Vilties;Adresas: Bijūnų g. 10, Klaipėda;241
23;Danės;19;Vilties;Adresas: Bijūnų g. 10, Klaipėda;274
23;Danės;19;Vilties;Adresas: Bijūnų g. 10, Klaipėda;857
24;Saulės;30;Gegužių;Adresas: Dariaus ir Girėno g. 22, Šiauliai;28
24;Saulės;30;Gegužių;Adresas: Dariaus ir Girėno g. 22, Šiauliai;1173
